first_seen,last_seen,image_file,bbox_x1,bbox_y1,bbox_x2,bbox_y2,vehicle_type,avg_color_hex,license_plate
2025-06-01T14:47:13.595606,2025-06-01T14:47:14.685107,car_20250601_144713_595606.jpg,157,445,228,479,Car,#58707e,
2025-06-01T14:47:12.186628,2025-06-01T14:47:14.806310,car_20250601_144712_186628.jpg,66,79,449,247,Car,#9bccd5,
2025-06-01T14:47:19.752084,2025-06-01T14:47:20.949527,truck_20250601_144719_752084.jpg,47,217,640,479,Truck,#aab7bf,
2025-06-01T14:47:21.798106,2025-06-01T14:47:22.024223,car_20250601_144721_798106.jpg,494,355,603,417,Car,#28374f,
2025-06-01T14:47:21.798106,2025-06-01T14:47:21.972588,car_20250601_144721_798106.jpg,141,404,228,443,Car,#435868,
2025-06-01T14:47:21.798106,2025-06-01T14:47:22.024223,car_20250601_144721_798106.jpg,309,373,412,436,Car,#633f39,
2025-06-01T14:47:22.024223,2025-06-01T14:47:22.024223,car_20250601_144722_024223.jpg,136,417,224,461,Car,#3c5367,
2025-06-01T14:47:22.091295,2025-06-01T14:47:22.091295,car_20250601_144722_091295.jpg,128,69,560,278,Car,#38556b,
2025-06-01T14:47:26.600309,2025-06-01T14:47:26.600309,car_20250601_144726_600309.jpg,488,417,600,479,Car,#334973,
2025-06-01T14:47:26.660796,2025-06-01T14:47:26.827387,car_20250601_144726_660796.jpg,0,349,109,402,Car,#597489,
2025-06-01T14:47:26.660796,2025-06-01T14:47:26.874005,car_20250601_144726_660796.jpg,4,0,492,85,Car,#1f3c64,
2025-06-01T14:47:26.660796,2025-06-01T14:47:26.874005,car_20250601_144726_660796.jpg,419,299,544,375,Car,#374966,
2025-06-01T14:47:26.660796,2025-06-01T14:47:26.874005,car_20250601_144726_660796.jpg,197,319,323,392,Car,#895c52,
2025-06-01T14:47:26.874005,2025-06-01T14:47:26.874005,car_20250601_144726_874005.jpg,0,365,95,416,Car,#4f6a81,
2025-06-01T14:47:27.305389,2025-06-01T14:47:29.115001,car_20250601_144727_305389.jpg,0,0,229,46,Car,#515c44,
2025-06-01T14:47:32.184849,2025-06-01T14:47:32.184849,car_20250601_144732_184849.jpg,0,0,219,32,Car,#809586,
2025-06-01T14:47:16.049949,2025-06-01T14:47:32.407491,car_20250601_144716_049949.jpg,4,1,386,260,Car,#add0d1,
2025-06-01T14:47:39.220308,2025-06-01T14:47:39.220308,car_20250601_144739_220308.jpg,136,28,320,97,Car,#d2380a,
2025-06-01T14:47:39.337300,2025-06-01T14:47:39.337300,car_20250601_144739_337300.jpg,153,130,314,183,Car,#9f2505,
2025-06-01T14:47:39.337300,2025-06-01T14:47:39.402719,car_20250601_144739_337300.jpg,0,82,62,148,Car,#6e7969,
2025-06-01T14:47:39.463546,2025-06-01T14:47:39.463546,car_20250601_144739_463546.jpg,57,403,200,472,Car,#415d70,
2025-06-01T14:47:39.463546,2025-06-01T14:47:39.463546,car_20250601_144739_463546.jpg,146,99,302,157,Car,#962204,
2025-06-01T14:47:39.531762,2025-06-01T14:47:39.705723,car_20250601_144739_531762.jpg,70,372,210,438,Car,#395469,
2025-06-01T14:47:39.531762,2025-06-01T14:47:39.705723,car_20250601_144739_531762.jpg,255,382,383,436,Car,#2f3438,
2025-06-01T14:47:39.531762,2025-06-01T14:47:39.705723,car_20250601_144739_531762.jpg,0,12,96,77,Car,#5c685c,
2025-06-01T14:47:39.531762,2025-06-01T14:47:39.705723,car_20250601_144739_531762.jpg,78,174,251,296,Car,#56707d,
2025-06-01T14:47:39.531762,2025-06-01T14:47:39.705723,car_20250601_144739_531762.jpg,0,200,73,254,Car,#745e57,
2025-06-01T14:47:39.593367,2025-06-01T14:47:39.705723,car_20250601_144739_593367.jpg,0,379,22,430,Car,#495556,
2025-06-01T14:47:39.775357,2025-06-01T14:47:39.933924,car_20250601_144739_775357.jpg,131,419,266,479,Car,#324c5f,
2025-06-01T14:47:39.775357,2025-06-01T14:47:39.933924,car_20250601_144739_775357.jpg,307,419,432,475,Car,#272e31,
2025-06-01T14:47:39.775357,2025-06-01T14:47:39.933924,car_20250601_144739_775357.jpg,444,451,542,479,Car,#547472,
2025-06-01T14:47:39.881631,2025-06-01T14:47:39.933924,car_20250601_144739_881631.jpg,590,306,639,352,Car,#0e2a3e,
2025-06-01T14:47:39.881631,2025-06-01T14:47:39.881631,car_20250601_144739_881631.jpg,416,295,444,329,Car,#635b5c,
2025-06-01T14:47:39.993691,2025-06-01T14:47:39.993691,car_20250601_144739_993691.jpg,342,409,467,463,Car,#2a2f34,
2025-06-01T14:47:39.993691,2025-06-01T14:47:39.993691,car_20250601_144739_993691.jpg,38,91,169,152,Car,#484f47,
2025-06-01T14:47:39.531762,2025-06-01T14:47:40.123636,car_20250601_144739_531762.jpg,358,412,485,467,Car,#5f817e,
2025-06-01T14:47:39.775357,2025-06-01T14:47:40.123636,car_20250601_144739_775357.jpg,258,110,408,166,Car,#731a04,
2025-06-01T14:47:39.993691,2025-06-01T14:47:40.123636,car_20250601_144739_993691.jpg,183,417,316,479,Car,#334b5f,
2025-06-01T14:47:39.993691,2025-06-01T14:47:40.123636,car_20250601_144739_993691.jpg,498,440,603,479,Car,#5a7672,
2025-06-01T14:47:40.063018,2025-06-01T14:47:40.123636,car_20250601_144740_063018.jpg,467,288,494,323,Car,#605859,
2025-06-01T14:47:40.184437,2025-06-01T14:47:40.184437,car_20250601_144740_184437.jpg,468,265,494,297,Car,#635758,
2025-06-01T14:47:40.259905,2025-06-01T14:47:40.381174,car_20250601_144740_259905.jpg,469,246,496,280,Car,#655c5c,
2025-06-01T14:47:40.502608,2025-06-01T14:47:40.502608,car_20250601_144740_502608.jpg,460,87,494,125,Car,#513b31,
2025-06-01T14:47:40.623825,2025-06-01T14:47:40.698343,car_20250601_144740_623825.jpg,451,249,478,282,Car,#665a5a,
2025-06-01T14:47:40.623825,2025-06-01T14:47:40.698343,car_20250601_144740_623825.jpg,451,79,485,120,Car,#4d3c34,
2025-06-01T14:47:40.880169,2025-06-01T14:47:40.940755,car_20250601_144740_880169.jpg,588,119,639,166,Car,#2e271f,
2025-06-01T14:47:40.184437,2025-06-01T14:47:41.002498,car_20250601_144740_184437.jpg,235,67,386,126,Car,#791903,
2025-06-01T14:47:41.236147,2025-06-01T14:47:41.236147,car_20250601_144741_236147.jpg,589,102,639,149,Car,#2e271f,
2025-06-01T14:47:40.184437,2025-06-01T14:47:41.433011,car_20250601_144740_184437.jpg,492,380,597,428,Car,#5a7574,
2025-06-01T14:47:40.502608,2025-06-01T14:47:42.956852,car_20250601_144740_502608.jpg,581,242,639,297,Car,#213639,
2025-06-01T14:47:41.063098,2025-06-01T14:47:43.335643,car_20250601_144741_063098.jpg,439,77,478,121,Car,#4e3a30,
2025-06-01T14:47:39.775357,2025-06-01T14:47:43.684170,car_20250601_144739_775357.jpg,0,84,127,149,Car,#48544c,
2025-06-01T14:47:39.775357,2025-06-01T14:47:43.684170,car_20250601_144739_775357.jpg,142,219,300,327,Car,#4b6572,
2025-06-01T14:47:40.184437,2025-06-01T14:47:43.684170,car_20250601_144740_184437.jpg,154,406,288,472,Car,#324b60,
2025-06-01T14:47:40.184437,2025-06-01T14:47:43.684170,car_20250601_144740_184437.jpg,331,386,456,444,Car,#2b3034,
2025-06-01T14:47:40.442748,2025-06-01T14:47:43.684170,car_20250601_144740_442748.jpg,431,259,456,294,Car,#645858,
2025-06-01T14:47:43.441683,2025-06-01T14:47:43.684170,car_20250601_144743_441683.jpg,423,90,456,129,Car,#503a30,
2025-06-01T14:47:43.880878,2025-06-01T14:47:43.880878,car_20250601_144743_880878.jpg,404,252,433,286,Car,#573d32,
2025-06-01T14:47:43.736246,2025-06-01T14:47:43.955732,car_20250601_144743_736246.jpg,1,223,124,281,Car,#4c534a,
2025-06-01T14:47:43.736246,2025-06-01T14:47:44.016366,car_20250601_144743_736246.jpg,0,387,105,454,Car,#76615b,
2025-06-01T14:47:44.076887,2025-06-01T14:47:44.259730,car_20250601_144744_076887.jpg,396,443,421,479,Car,#595358,
2025-06-01T14:47:44.259730,2025-06-01T14:47:44.259730,car_20250601_144744_259730.jpg,398,284,427,318,Car,#543b32,
2025-06-01T14:47:44.138672,2025-06-01T14:47:45.244709,car_20250601_144744_138672.jpg,206,127,350,162,Car,#6a615a,
2025-06-01T14:47:45.244709,2025-06-01T14:47:45.599640,car_20250601_144745_244709.jpg,309,399,360,470,Car,#5c444a,
2025-06-01T14:47:43.880878,2025-06-01T14:47:45.971774,car_20250601_144743_880878.jpg,393,409,418,445,Car,#595155,
2025-06-01T14:47:43.880878,2025-06-01T14:47:45.971774,car_20250601_144743_880878.jpg,515,407,577,451,Car,#323633,
2025-06-01T14:47:44.932541,2025-06-01T14:47:45.971774,car_20250601_144744_932541.jpg,391,251,422,286,Car,#543b31,
2025-06-01T14:47:46.274911,2025-06-01T14:47:46.274911,car_20250601_144746_274911.jpg,513,282,580,323,Car,#21352b,
2025-06-01T14:47:39.531762,2025-06-01T14:47:46.371186,car_20250601_144739_531762.jpg,197,112,343,146,Car,#7e1e06,
2025-06-01T14:47:46.205283,2025-06-01T14:47:46.327077,car_20250601_144746_205283.jpg,513,393,574,435,Car,#303232,
2025-06-01T14:47:46.327077,2025-06-01T14:47:46.327077,car_20250601_144746_327077.jpg,388,242,418,277,Car,#553c33,
2025-06-01T14:47:46.371186,2025-06-01T14:47:46.371186,car_20250601_144746_371186.jpg,392,399,417,432,Car,#5b5055,
2025-06-01T14:47:39.775357,2025-06-01T14:47:46.441890,car_20250601_144739_775357.jpg,0,204,129,264,Car,#78655c,
2025-06-01T14:47:39.775357,2025-06-01T14:47:46.441890,car_20250601_144739_775357.jpg,0,350,123,414,Car,#505f63,
2025-06-01T14:47:43.880878,2025-06-01T14:47:46.441890,car_20250601_144743_880878.jpg,132,340,289,441,Car,#4a6171,
2025-06-01T14:47:43.880878,2025-06-01T14:47:46.441890,car_20250601_144743_880878.jpg,197,224,347,277,Car,#7c1a04,
2025-06-01T14:47:46.502382,2025-06-01T14:47:46.502382,car_20250601_144746_502382.jpg,0,328,159,388,Car,#795e59,
2025-06-01T14:47:46.502382,2025-06-01T14:47:46.502382,car_20250601_144746_502382.jpg,169,321,324,413,Car,#4b6375,
2025-06-01T14:47:46.502382,2025-06-01T14:47:46.502382,car_20250601_144746_502382.jpg,0,157,163,253,Car,#434842,
2025-06-01T14:47:46.689442,2025-06-01T14:47:46.689442,car_20250601_144746_689442.jpg,32,0,615,295,Car,#555c5f,
2025-06-01T14:47:46.689442,2025-06-01T14:47:46.689442,car_20250601_144746_689442.jpg,199,72,350,193,Car,#897a75,
2025-06-01T14:51:44.157683,2025-06-01T14:51:44.157683,car_20250601_145144_157683.jpg,360,326,461,394,Car,#f7d9c2,
2025-06-01T14:51:44.157683,2025-06-01T14:51:44.157683,car_20250601_145144_157683.jpg,560,329,627,380,Car,#cccecd,
2025-06-01T14:51:44.914665,2025-06-01T14:51:44.914665,car_20250601_145144_914665.jpg,414,243,480,297,Car,#5a6063,
2025-06-01T14:51:44.914665,2025-06-01T14:51:44.914665,truck_20250601_145144_914665.jpg,488,183,539,217,Truck,#757e85,
2025-06-01T14:51:44.914665,2025-06-01T14:51:44.914665,car_20250601_145144_914665.jpg,610,237,639,260,Car,#484e56,
2025-06-01T14:51:45.128711,2025-06-01T14:51:45.518587,car_20250601_145145_128711.jpg,160,270,261,332,Car,#816256,
2025-06-01T14:51:45.128711,2025-06-01T14:51:45.518587,car_20250601_145145_128711.jpg,378,259,438,308,Car,#575c60,
2025-06-01T14:51:45.128711,2025-06-01T14:51:45.518587,truck_20250601_145145_128711.jpg,443,203,487,234,Truck,#757d84,
2025-06-01T14:51:45.128711,2025-06-01T14:51:45.518587,car_20250601_145145_128711.jpg,554,248,639,283,Car,#464a4e,
2025-06-01T14:51:45.128711,2025-06-01T14:51:45.518587,truck_20250601_145145_128711.jpg,515,199,571,229,Truck,#626c75,
2025-06-01T14:51:45.518587,2025-06-01T14:51:45.518587,car_20250601_145145_518587.jpg,80,112,118,144,Car,#40544c,
2025-06-01T14:51:45.851646,2025-06-01T14:51:46.381573,car_20250601_145145_851646.jpg,572,219,639,253,Car,#48494c,
2025-06-01T14:51:45.851646,2025-06-01T14:51:46.381573,truck_20250601_145145_851646.jpg,463,174,507,205,Truck,#77797e,
2025-06-01T14:51:45.851646,2025-06-01T14:51:46.381573,truck_20250601_145145_851646.jpg,536,171,589,199,Truck,#65696f,
2025-06-01T14:51:46.025684,2025-06-01T14:51:46.668637,car_20250601_145146_025684.jpg,0,81,50,120,Car,#604626,
2025-06-01T14:51:46.517603,2025-06-01T14:51:46.668637,car_20250601_145146_517603.jpg,122,70,159,102,Car,#4f6451,
2025-06-01T14:51:44.914665,2025-06-01T14:51:46.853679,car_20250601_145144_914665.jpg,177,241,276,307,Car,#896657,
2025-06-01T14:51:45.686608,2025-06-01T14:51:46.853679,car_20250601_145145_686608.jpg,389,240,446,286,Car,#5b5c5d,
2025-06-01T14:51:45.686608,2025-06-01T14:51:46.853679,car_20250601_145145_686608.jpg,559,233,639,267,Car,#4c4d4f,
2025-06-01T14:51:45.686608,2025-06-01T14:51:46.853679,car_20250601_145145_686608.jpg,522,185,578,214,Car,#64686e,
2025-06-01T14:51:45.686608,2025-06-01T14:51:46.853679,truck_20250601_145145_686608.jpg,452,186,497,218,Truck,#77797d,
2025-06-01T14:51:47.009714,2025-06-01T14:51:47.009714,car_20250601_145147_009714.jpg,138,217,241,282,Car,#8b6958,
2025-06-01T14:51:47.009714,2025-06-01T14:51:47.009714,car_20250601_145147_009714.jpg,355,219,412,266,Car,#60605f,
2025-06-01T14:51:47.009714,2025-06-01T14:51:47.009714,car_20250601_145147_009714.jpg,522,215,617,249,Car,#545250,
2025-06-01T14:51:47.245767,2025-06-01T14:51:47.245767,car_20250601_145147_245767.jpg,42,196,152,259,Car,#96715f,
2025-06-01T14:51:47.245767,2025-06-01T14:51:47.245767,car_20250601_145147_245767.jpg,439,206,532,244,Car,#65625d,
2025-06-01T14:51:47.245767,2025-06-01T14:51:47.245767,car_20250601_145147_245767.jpg,404,153,462,186,Car,#6f7073,
2025-06-01T14:51:47.245767,2025-06-01T14:51:47.245767,car_20250601_145147_245767.jpg,265,203,327,252,Car,#6d6c69,
2025-06-01T14:51:47.245767,2025-06-01T14:51:47.245767,car_20250601_145147_245767.jpg,532,163,576,195,Car,#373c44,
2025-06-01T14:51:47.245767,2025-06-01T14:51:47.245767,car_20250601_145147_245767.jpg,336,151,383,185,Car,#878484,
2025-06-01T14:51:47.618856,2025-06-01T14:51:47.618856,car_20250601_145147_618856.jpg,53,74,163,139,Car,#d0a996,
2025-06-01T14:51:47.618856,2025-06-01T14:51:47.618856,car_20250601_145147_618856.jpg,288,82,346,134,Car,#9da1a4,
2025-06-01T14:51:47.618856,2025-06-01T14:51:47.618856,car_20250601_145147_618856.jpg,464,89,557,128,Car,#929495,
2025-06-01T14:51:47.618856,2025-06-01T14:51:47.618856,truck_20250601_145147_618856.jpg,358,27,405,64,Truck,#b9c0c5,
2025-06-01T14:51:47.618856,2025-06-01T14:51:47.618856,truck_20250601_145147_618856.jpg,432,31,487,66,Truck,#a3aeb6,
2025-06-01T14:51:47.818407,2025-06-01T14:51:47.818407,car_20250601_145147_818407.jpg,76,86,184,156,Car,#e5c7b6,
2025-06-01T14:51:47.818407,2025-06-01T14:51:47.818407,car_20250601_145147_818407.jpg,308,95,366,149,Car,#b8bfc2,
2025-06-01T14:51:47.818407,2025-06-01T14:51:47.818407,car_20250601_145147_818407.jpg,482,101,576,140,Car,#a8aeaf,
2025-06-01T14:51:47.818407,2025-06-01T14:51:47.818407,car_20250601_145147_818407.jpg,378,44,424,81,Car,#d0dadf,
2025-06-01T14:51:47.818407,2025-06-01T14:51:47.818407,car_20250601_145147_818407.jpg,451,47,506,82,Car,#bac9d2,
2025-06-01T14:51:47.992446,2025-06-01T14:51:47.992446,car_20250601_145147_992446.jpg,406,85,457,118,Car,#a3bdc8,
2025-06-01T14:51:47.992446,2025-06-01T14:51:47.992446,car_20250601_145147_992446.jpg,530,101,565,129,Car,#5b778a,
2025-06-01T14:51:48.181335,2025-06-01T14:51:48.181335,car_20250601_145148_181335.jpg,11,47,124,117,Car,#ceb0a2,
2025-06-01T14:51:48.181335,2025-06-01T14:51:48.181335,car_20250601_145148_181335.jpg,427,62,517,100,Car,#8c9397,
2025-06-01T14:51:48.181335,2025-06-01T14:51:48.181335,car_20250601_145148_181335.jpg,253,57,311,109,Car,#96a0a6,
2025-06-01T14:51:48.181335,2025-06-01T14:51:48.181335,car_20250601_145148_181335.jpg,395,6,452,40,Car,#9dadb8,
2025-06-01T14:51:48.181335,2025-06-01T14:51:48.181335,car_20250601_145148_181335.jpg,323,1,370,37,Car,#b4c1c9,
2025-06-01T14:51:48.336404,2025-06-01T14:51:48.695411,car_20250601_145148_336404.jpg,18,101,130,171,Car,#e8c9ba,
2025-06-01T14:51:48.336404,2025-06-01T14:51:48.695411,car_20250601_145148_336404.jpg,255,108,312,159,Car,#b8bdc2,
2025-06-01T14:51:48.336404,2025-06-01T14:51:48.695411,car_20250601_145148_336404.jpg,426,111,515,148,Car,#acb0b3,
2025-06-01T14:51:48.336404,2025-06-01T14:51:48.695411,car_20250601_145148_336404.jpg,393,57,447,90,Car,#c2cdd5,
2025-06-01T14:51:48.336404,2025-06-01T14:51:48.695411,car_20250601_145148_336404.jpg,323,53,368,89,Car,#d6dade,
2025-06-01T14:51:48.886455,2025-06-01T14:51:49.074497,car_20250601_145148_886455.jpg,532,80,568,109,Car,#4e5f70,
2025-06-01T14:51:47.992446,2025-06-01T14:51:49.459584,car_20250601_145147_992446.jpg,326,66,371,101,Car,#b9ccd2,
2025-06-01T14:51:48.336404,2025-06-01T14:51:49.459584,car_20250601_145148_336404.jpg,525,76,561,105,Car,#748598,
2025-06-01T14:51:48.886455,2025-06-01T14:51:49.459584,car_20250601_145148_886455.jpg,397,68,450,100,Car,#8da1ad,
2025-06-01T14:51:49.664629,2025-06-01T14:51:50.065720,truck_20250601_145149_664629.jpg,312,72,354,106,Truck,#a4b4bd,
2025-06-01T14:51:49.664629,2025-06-01T14:51:50.065720,truck_20250601_145149_664629.jpg,507,78,542,106,Truck,#4d5e6f,
2025-06-01T14:51:47.992446,2025-06-01T14:51:50.277768,car_20250601_145147_992446.jpg,2,141,113,208,Car,#cfb9aa,
2025-06-01T14:51:47.992446,2025-06-01T14:51:50.277768,car_20250601_145147_992446.jpg,236,134,294,182,Car,#97aaaf,
2025-06-01T14:51:47.992446,2025-06-01T14:51:50.277768,car_20250601_145147_992446.jpg,404,127,493,160,Car,#93a6a8,
2025-06-01T14:51:49.664629,2025-06-01T14:51:50.277768,truck_20250601_145149_664629.jpg,371,77,422,108,Truck,#8da2af,
2025-06-01T14:51:50.277768,2025-06-01T14:51:50.277768,truck_20250601_145150_277768.jpg,301,77,345,111,Truck,#a5b4bc,
2025-06-01T14:51:50.277768,2025-06-01T14:51:50.277768,truck_20250601_145150_277768.jpg,496,80,532,109,Truck,#4c5c6c,
2025-06-01T14:51:50.464810,2025-06-01T14:51:50.464810,truck_20250601_145150_464810.jpg,153,0,420,111,Truck,#928273,
2025-06-01T14:51:50.464810,2025-06-01T14:51:50.464810,car_20250601_145150_464810.jpg,0,159,63,227,Car,#c29e8b,
2025-06-01T14:51:50.464810,2025-06-01T14:51:50.464810,car_20250601_145150_464810.jpg,180,138,252,195,Car,#96a6aa,
2025-06-01T14:51:50.464810,2025-06-01T14:51:50.464810,car_20250601_145150_464810.jpg,321,75,381,110,Car,#909ea7,
2025-06-01T14:51:50.464810,2025-06-01T14:51:50.464810,car_20250601_145150_464810.jpg,358,124,452,163,Car,#879292,
2025-06-01T14:51:50.464810,2025-06-01T14:51:50.464810,car_20250601_145150_464810.jpg,253,77,304,118,Car,#a9b3b6,
2025-06-01T14:51:50.663854,2025-06-01T14:51:50.663854,car_20250601_145150_663854.jpg,174,206,236,258,Car,#869499,
2025-06-01T14:51:50.663854,2025-06-01T14:51:50.663854,car_20250601_145150_663854.jpg,0,230,42,297,Car,#c89e85,
2025-06-01T14:51:50.663854,2025-06-01T14:51:50.663854,car_20250601_145150_663854.jpg,345,180,436,215,Car,#80888a,
2025-06-01T14:51:51.103955,2025-06-01T14:51:51.103955,car_20250601_145151_103955.jpg,119,179,191,237,Car,#85989e,
2025-06-01T14:51:51.103955,2025-06-01T14:51:51.103955,truck_20250601_145151_103955.jpg,188,105,237,143,Truck,#abbfc6,
2025-06-01T14:51:51.103955,2025-06-01T14:51:51.103955,truck_20250601_145151_103955.jpg,266,94,326,129,Truck,#94a9b5,
2025-06-01T14:51:51.103955,2025-06-01T14:51:51.103955,truck_20250601_145151_103955.jpg,409,77,447,112,Truck,#4d5e6e,
2025-06-01T14:51:51.103955,2025-06-01T14:51:51.334005,car_20250601_145151_103955.jpg,323,134,426,171,Car,#7b8789,
2025-06-01T14:51:51.334005,2025-06-01T14:51:51.334005,car_20250601_145151_334005.jpg,130,167,202,224,Car,#84979e,
2025-06-01T14:51:51.334005,2025-06-01T14:51:51.334005,truck_20250601_145151_334005.jpg,200,96,249,133,Truck,#aabec6,
2025-06-01T14:51:51.334005,2025-06-01T14:51:51.334005,truck_20250601_145151_334005.jpg,422,71,459,105,Truck,#4d6171,
2025-06-01T14:51:50.879903,2025-06-01T14:51:51.558055,car_20250601_145150_879903.jpg,310,101,368,134,Car,#94aab6,
2025-06-01T14:51:50.879903,2025-06-01T14:51:51.558055,car_20250601_145150_879903.jpg,231,110,281,146,Car,#aabdc3,
2025-06-01T14:51:51.558055,2025-06-01T14:51:51.558055,truck_20250601_145151_558055.jpg,453,87,491,121,Truck,#4d6071,
2025-06-01T14:51:51.558055,2025-06-01T14:51:51.558055,car_20250601_145151_558055.jpg,0,215,22,261,Car,#cea289,
2025-06-01T14:51:51.914136,2025-06-01T14:51:52.135186,car_20250601_145151_914136.jpg,0,206,92,283,Car,#b39b8e,
2025-06-01T14:51:51.743098,2025-06-01T14:51:52.331230,car_20250601_145151_743098.jpg,0,199,85,277,Car,#c3a08c,
2025-06-01T14:51:51.914136,2025-06-01T14:51:52.331230,car_20250601_145151_914136.jpg,219,171,287,228,Car,#81969d,
2025-06-01T14:51:51.914136,2025-06-01T14:51:52.331230,car_20250601_145151_914136.jpg,409,145,513,181,Car,#768589,
2025-06-01T14:51:51.914136,2025-06-01T14:51:52.331230,truck_20250601_145151_914136.jpg,367,94,424,128,Truck,#91abb9,
2025-06-01T14:51:51.914136,2025-06-01T14:51:52.331230,truck_20250601_145151_914136.jpg,288,103,336,140,Truck,#a7bcc5,
2025-06-01T14:51:51.914136,2025-06-01T14:51:52.331230,truck_20250601_145151_914136.jpg,511,82,549,116,Truck,#4b5e70,
2025-06-01T14:51:51.334005,2025-06-01T14:51:52.769329,truck_20250601_145151_334005.jpg,264,84,312,120,Truck,#93a9b5,
2025-06-01T14:51:52.542277,2025-06-01T14:51:52.769329,truck_20250601_145152_542277.jpg,342,75,400,107,Truck,#79919f,
2025-06-01T14:51:52.542277,2025-06-01T14:51:52.769329,truck_20250601_145152_542277.jpg,484,62,523,96,Truck,#3b4c5b,
2025-06-01T14:51:52.542277,2025-06-01T14:51:53.180420,car_20250601_145152_542277.jpg,175,152,243,208,Car,#6e8187,
2025-06-01T14:51:52.542277,2025-06-01T14:51:53.180420,car_20250601_145152_542277.jpg,363,129,465,164,Car,#626f72,
2025-06-01T14:51:52.993378,2025-06-01T14:51:52.993378,car_20250601_145152_993378.jpg,0,176,37,244,Car,#ac8f7b,
2025-06-01T14:51:52.993378,2025-06-01T14:51:53.180420,truck_20250601_145152_993378.jpg,244,85,293,121,Truck,#8fa3ac,
2025-06-01T14:51:52.993378,2025-06-01T14:51:53.180420,truck_20250601_145152_993378.jpg,463,68,500,102,Truck,#3d4e5c,
2025-06-01T14:51:52.993378,2025-06-01T14:51:53.180420,truck_20250601_145152_993378.jpg,322,78,380,111,Truck,#7b909d,
2025-06-01T14:51:50.879903,2025-06-01T14:51:53.396470,car_20250601_145150_879903.jpg,369,143,471,180,Car,#7a8588,
2025-06-01T14:51:51.743098,2025-06-01T14:51:53.396470,car_20250601_145151_743098.jpg,181,166,249,222,Car,#879aa1,
2025-06-01T14:51:51.743098,2025-06-01T14:51:53.396470,car_20250601_145151_743098.jpg,251,99,299,135,Car,#a6b7bd,
2025-06-01T14:51:51.743098,2025-06-01T14:51:53.396470,car_20250601_145151_743098.jpg,328,93,385,125,Car,#90a6b2,
2025-06-01T14:51:51.743098,2025-06-01T14:51:53.396470,car_20250601_145151_743098.jpg,469,84,506,117,Car,#4e6172,
2025-06-01T14:51:53.631522,2025-06-01T14:51:53.631522,car_20250601_145153_631522.jpg,369,158,469,193,Car,#616c6f,
2025-06-01T14:51:53.631522,2025-06-01T14:51:53.631522,truck_20250601_145153_631522.jpg,251,112,299,149,Truck,#91a4ad,
2025-06-01T14:51:53.631522,2025-06-01T14:51:53.631522,truck_20250601_145153_631522.jpg,328,106,385,139,Truck,#7b919e,
2025-06-01T14:51:53.631522,2025-06-01T14:51:53.631522,truck_20250601_145153_631522.jpg,469,98,505,131,Truck,#3f505e,
2025-06-01T14:51:52.542277,2025-06-01T14:51:54.600741,car_20250601_145152_542277.jpg,0,225,45,295,Car,#a38777,
2025-06-01T14:51:53.854573,2025-06-01T14:51:54.600741,truck_20250601_145153_854573.jpg,469,126,507,158,Truck,#3c4d5c,
2025-06-01T14:51:50.879903,2025-06-01T14:51:54.782782,car_20250601_145150_879903.jpg,177,199,245,254,Car,#86999f,
2025-06-01T14:51:53.854573,2025-06-01T14:51:54.782782,car_20250601_145153_854573.jpg,367,189,467,227,Car,#626d70,
2025-06-01T14:51:53.854573,2025-06-01T14:51:54.782782,truck_20250601_145153_854573.jpg,249,136,301,175,Truck,#91a5ae,
2025-06-01T14:51:53.854573,2025-06-01T14:51:54.782782,truck_20250601_145153_854573.jpg,328,136,387,169,Truck,#7b919e,
2025-06-01T14:51:54.782782,2025-06-01T14:51:54.782782,car_20250601_145154_782782.jpg,467,136,507,169,Car,#3c4d5c,
2025-06-01T14:51:54.992829,2025-06-01T14:51:54.992829,car_20250601_145154_992829.jpg,361,71,462,115,Car,#677578,
2025-06-01T14:51:54.992829,2025-06-01T14:51:54.992829,car_20250601_145154_992829.jpg,159,66,228,128,Car,#6f8188,
2025-06-01T14:51:54.992829,2025-06-01T14:51:54.992829,car_20250601_145154_992829.jpg,0,73,10,103,Car,#a5a298,
2025-06-01T14:51:54.992829,2025-06-01T14:51:54.992829,car_20250601_145154_992829.jpg,325,8,384,47,Car,#74868f,
2025-06-01T14:51:55.407922,2025-06-01T14:51:55.407922,car_20250601_145155_407922.jpg,348,24,451,68,Car,#c5c9cc,
2025-06-01T14:51:55.185872,2025-06-01T14:51:55.598965,car_20250601_145155_185872.jpg,142,35,213,94,Car,#b0b8bd,
2025-06-01T14:51:55.185872,2025-06-01T14:51:55.598965,car_20250601_145155_185872.jpg,349,38,450,82,Car,#a7a9ab,
2025-06-01T14:51:55.598965,2025-06-01T14:51:55.598965,car_20250601_145155_598965.jpg,459,0,500,24,Car,#aec2ce,
2025-06-01T14:51:55.792008,2025-06-01T14:51:55.792008,car_20250601_145155_792008.jpg,460,8,501,43,Car,#b6c1c7,
2025-06-01T14:51:55.792008,2025-06-01T14:51:55.792008,truck_20250601_145155_792008.jpg,145,56,215,114,Truck,#eef0ed,
2025-06-01T14:51:56.022062,2025-06-01T14:51:56.022062,car_20250601_145156_022062.jpg,0,69,511,326,Car,#d0d0cf,
2025-06-01T14:51:56.246111,2025-06-01T14:51:57.087300,car_20250601_145156_246111.jpg,353,68,411,104,Car,#d7e9ed,
